,age,detailQuestion,level1Name,level2Name,question,sex
130,37岁,你好，王主任，我这几天吃了两个火龙果吃的胃疼，就是一阵一阵疼，有时候有点恶心但也不吐，也不拉肚子，王主任这喝什么药呢？,内科,消化内科,最近一个礼拜胃疼，喝什么药,女
131,33岁,9月11号高危，9月26号开始起红点恶心呕吐头疼咽喉炎，6周时候肌肉游离性疼，十周口腔溃疡一直到现在十二周，7周化学发光0.363，十二周化学发光0.391现在全部症状都有好难受，快支持不下克了,内科,消化内科,9月11号高危，9月26号开始起红点恶心,女
132,20岁,就是胃胀想吐恶心想大便但是还拉不出来很难受,内科,消化内科,胃胀恶心想吐还想大便到拉不出来,女
133,35岁,晚上喝了酒。第二天早上拉肚子就去诊所拿了点药吃了，隔天就腹胀腹痛，大便不出来，这样持续两三天了，请问医生这是胃病吗，有可能是胰腺炎吗？,内科,消化内科,腹胀腹痛，便秘,男
134,3岁,拉肚子两天，拉稀，肚子痛腹胀，不易排气少放屁，精神状态好，没有呕吐，不愿吃东西！拉出来肚子就没那么胀也不痛，这边的医生建议住院！医生帮看下有什么办法解决,内科,消化内科,拉肚子两天，拉稀，肚子痛腹胀，不易排气少,男
135,59岁,多发性胃息肉，增生息肉，做完10天后开始胃胀，特别是晚上，睡一觉就要胀了半个小时左右,内科,消化内科,多发性胃息肉，增生息肉，做完10天后开始,女
136,20岁,就是感觉不舒服，就像吃了不消化一样，很不安逸，耍手机都想吐，一直打哈欠,内科,消化内科,耍手机都想吐，一直打哈欠感觉吃了不消化,女
137,31岁,尿频，尿等待，没喝水一次尿量减少，有喝水尿量一次才150，腰痛，没喝水尿常规会有蛋白尿，喝多了水蛋白尿就没了，,内科,肾内科,尿频，尿等待，没喝水一次尿量减少，有喝水,女
138,51岁,双侧声带水肿能做手术或者激光吗？,内科,肾内科,双侧声带水肿能做手术或者激光吗？,女
139,38岁,您好主任，肾囊肿需要住院吗，大约需要多少钱？,内科,肾内科,左肾囊肿治疗需要住院吗，大约多少钱？,女
140,17岁,今天喝水多排尿少，前几天可能凉到了，而且现在没有尿意，我今年十七女生,内科,肾内科,饮水多尿意少,女
141,32岁,你好，我刚刚小便尿血还有血块！还用想上厕所,内科,肾内科,小便尿血还带有血块怎么办,女
142,51岁,你好，治疗喉咙水肿，吃中药后全身乏力，心慌，难受，应该怎么办,内科,肾内科,你好，治疗喉咙水肿，吃中药后全身乏力，心,女
143,25岁,右肾肾窦可见数个强回声光团，较大约6X5mm，CDFI：右肾内流血信号减少，,内科,肾内科,过于疲劳，腰会疼痛。,女
144,30岁,左肾囊肿腹部隐痛和腰痛,内科,肾内科,左肾囊肿腹部隐痛和腰痛,男
145,45岁,五年前曾患阴茎癌切除腹股沟淋巴，一个月前突感腿部疼痛水肿，后几天痛感自然消失，但腿部水肿一个月一直未消，请医生帮我看看是什么问题！,内科,肾内科,腿部水肿一个月未消,男
146,67岁,双侧尺桡骨肌间隙及皮下软组织水肿，就是由于前四五个月蜜蜂蛰了一下左手，正好在血管上。然后就四肢肿了，现在手脚僵硬活动不太灵活，今天做了核磁共振，所以想问下大夫有可以治疗的办法没,内科,肾内科,双侧尺桡骨肌间隙及皮下软组织水肿，就是由,男
147,28岁,我做过胃镜检查，说是幽门水肿，幽门螺旋杆菌阴性的，吃饭就有饱胀感，堵的慌。之前有杀幽门的四联疗法，为了治疗幽门水肿也用了4联可是不怎么见效，求医生帮忙看看。,内科,肾内科,幽门水肿怎么用药,男
148,48岁,晚上七点还在舞台上主持晚会，还唱了两首高音民歌，下一秒嗓子发毛，回家说话就声音哑了，第二天去医院做了喉腔镜检查，确认声带水肿，医生开了黄氏响声丸，还有激素药醋酸泼尼松片，吃了还是不见好转，怎么办？,内科,肾内科,声带水肿怎么用药？,女
149,59岁,术后一直没用药，几天后水肿，下的引流管，血水成淡红色我想知道水肿属于正常现象还是细菌感染，,内科,肾内科,术后水肿，属于感染，还是正常现象。,男
150,67岁,请问一下这个多个的肾囊肿需要做手术吗？大请问一下这个多个的肾囊肿需要做手术吗？大的有4.5厘米大小,内科,肾内科,请问一下这个多个的肾囊肿需要做手术吗？大,男
151,28岁,割包皮术后第5天，纱布刚拆掉，伤口周围有水肿呈黄颜色，伤口没有化脓、裂口，不知道是不是伤口里面化脓还是怎么回事。,内科,肾内科,割包皮术后第5天伤口干燥无裂口，但伤口周,男
152,86岁,老人前列腺增大尿潴留插导尿管一年了这两天导尿一半尿裤子一半在尿袋里尿的时候喊疼为什么呀一点尿也憋不了,内科,肾内科,老人前列腺增大尿潴留插导尿管一年了这两天,男
153,21岁,小便刺痛、流黄色的东西,内科,肾内科,最近三两天又尿痛,男
154,21岁,尿多，每天从中午11点12点开始，过后一个小时要去两趟至四趟，以前也时不时会这样，经常跑厕所，去年冬天的时候比较厉害，检查了一下说是感染，吃药没管用，然后又去吊了七天的水，稍微好了一点。今年又不知道从几月份开始厉害了，前半年因为工作原因，又经常憋尿。老师给诊断一下，诊断一下，看现在吃什么药适合（之前的病历找不到了）,内科,肾内科,最近尿频的还是厉害，先拿点什么药治一下,男
155,32岁,单位体检查出来的，其他都正常，就只有彩超出了问题，肝囊肿，右肾囊肿伴钙化灶，前列腺增大，吓死我了，要怎么才能根治,内科,肾内科,肝囊肿，肾囊肿，前前列腺增大,男
156,21岁,我21岁，被确诊为吉特曼综合征，先服用螺内酯进行治疗。现寻找保钾利尿药品非复方的氨苯蝶啶和阿米洛利。烦请知道哪里有卖的告知一下。,内科,肾内科,寻找保钾利尿药物,男
157,44岁,医生你好，我眼底水肿三个月有余，不见好转，能预约一下去你院检查一下吗？,内科,肾内科,医生你好，我眼底水肿三个月有余，不见好转,男
158,25岁,双腿水肿很久，之前有做过检查，最近出现手双腿水肿很久，之前有做过检查，最近出现手指水肿现象,内科,肾内科,双腿水肿很久，之前有做过检查，最近出现手,女
159,35岁,早上起床尿的是棕色的，是不是尿血，是怎么回事，是不是昨天喝酒的事,内科,肾内科,早上起床尿的是棕色的，是不是尿血，是怎么,男
160,22岁,您好，我的右膝盖骨髓水肿，半月板变性损伤，韧带拉伤，而且还有积液，别说走路，就是不动的时候也是很疼，弯曲关节都做不了，走路疼得很,内科,肾内科,您好，我的右膝盖骨髓水肿，半月板变性损伤,男
161,40岁,我左肾切除(先天性肾囊肿，于2001年手术切除)，身体一直是:畏寒怕冷，腰膝酸疼，睡眠也不好还多梦，心情是易怒易燥，月经正常量好少，用一点力右肾那边就疼，到医院去检查也没有什么问题，请问医生我应该吃什么药最合适补补肾，可以调解身体？我今年40周岁，膝关节什么的经常疼，就像老年人形动不太方便一样，看过医生说是提前老化的意思，请问该怎么调理？,内科,肾内科,我左肾切除(先天性肾囊肿，于2001年手,女
162,55,女儿给我和老伴买了体检套餐，检查完之后报告上写有肾囊肿，右肾10mm，可是平时啥反应也没有，也不觉得腰疼，尿尿什么的也正常，怎么就会囊肿了呢，右肾囊肿10mm直径要紧吗？,内科,肾内科,右肾囊肿10mm直径要紧吗？,男
163,54,一直以来我都有关节痛这个毛病，我只是以为自己以前没有注意脚部位置擦干水，所以形成了风湿，造成总是关节痛。最近做了检查之后，原来是尿酸高引起关节痛的，该怎么治疗？,内科,肾内科,尿酸高引起关节痛怎么治疗？,男
164,29,我今年29岁了，最近一段时间总是感觉身体有点不正常，腹部总是隐隐作痛，所以想在这咨询一下医生，小腹有些疼痛小便有尿血怎么回事？吃点什么药可以缓解疼痛？,内科,肾内科,小腹有些疼痛小便有尿血怎么回事？,女
165,38,我老公今天突然就腹痛，尿痛，小便的时候发现尿血。整个人被吓到了，医生，怎么会突然尿血？是鲜血那种颜色。我想问问您，尿血鲜红色要怎么治疗？什么原因导致的尿血？,内科,肾内科,尿血鲜红色怎么办？,男
166,30,据我了解在怀孕期间，孕妇都容易得高血压的疾病。其中有三个主要的疾病就是蛋白尿。水肿，血压增高。其他两个我都了解，但是蛋白尿是什么意思？什么叫蛋白尿？,内科,肾内科,什么叫蛋白尿？,女
167,33,我一直都有点手淫的习惯，但是这两年要好多了，但是这两天总是感觉小便尿不完的样，一天要去好几次厕所，今天早上上厕所我发现我竟然尿血尿了，吓死我了，请问第一次尿血是怎么回事？,内科,肾内科,第一次尿血是怎么回事？,男
168,32,医生你好，我今年32岁了，女。我最近这段时间上厕所的时候一直都很不舒服，而且我很恐惧去上厕所，因为我的小便会出现刺痛拌血的现象，小便刺痛拌血怎么办？,内科,肾内科,小便刺痛拌血怎么办？,女
169,37,好好的这段时间，自己的腰总是有些疼痛。后来到医院去做了个全身检查，发现自己的左肾长了一个囊肿，并且有77&#215;56cm大。第一次遇到这种情况，不知道这种情况严不严重？请问。左肾囊肿77*56厘米该怎么治疗？,内科,肾内科,左肾囊肿77*56厘米该怎么治疗？,男
170,33,医生你好，我莫名其妙就去医院检查，然后就被检查出得了，那个肾囊肿钙化，请问肾囊肿钙化是怎么回事？这个病情会不会很严重啊？我要怎么治疗啊，我现在特别的担心我的身体呀。,内科,肾内科,肾囊肿钙化是怎么回事？,男
171,24,上个星期我和家人去了湖南长沙旅游，在那里吃了很多上火的东西，那里的东西大多数是辣的，我有天性嗜辣如命，后来夜里上厕所发现有刺痛感，而且还带血，请问尿血怎么回事？,内科,肾内科,尿血怎么回事？,女
172,28,医生，你好！我在最近有出现这样一个情况，就是每天小便次数总是很多，而且每次小便时总是感觉下面刺痛，而且带有小腹疼痛。很多时候都痛的我睡不着觉。所以我想问一下小便刺痛，尿黄是什么原因呢？会不会是得了尿道感染呢？,内科,肾内科,小便刺痛尿黄是什么原因呢？,男
173,27,最近每次小便的时候都感觉有些刺痛，尿道口儿还有些流脓，连上厕所都不敢了。自己也没有患过什么妇科病，也不知该怎么办，小便刺痛，尿道口流脓，该怎么治疗呢？,内科,肾内科,小便刺痛，尿道口流脓该怎么办？,女
174,34岁,我刚刚尿尿的时候尿液里面带血，不知道尿血该怎么办？,内科,肾内科,尿血该怎么办,女
175,58岁,这段时间经常小便刺痛，比较严重，也吃了一些消炎药，媳妇跟我说可以吃些薏米，那小便刺痛吃薏米管用吗？,内科,肾内科,小便刺痛可以吃薏米吗,男
176,50岁,关节有明显的疼痛感，请问关节炎的症状有哪些？,内科,风湿免疫,关节有明显的疼痛感，请问关节炎的症状有哪,男
177,45岁,左手手腕跟手背发红发肿带有一点疼痛，右手比左手好一点，只有一点肿，本人是有多年的风湿的，这是因为风湿引起的还是其他的什么原因，以前从来没有这样过,内科,风湿免疫,左手突然发红发肿并带有疼痛感,女
178,30岁,我外公觉得手关节疼痛，关节炎的症状有哪些？,内科,风湿免疫,我外公觉得手关节疼痛，关节炎的症状有哪些,男
179,60岁,你好在吗，我妈妈在医院检查说是干燥综合征，可是去另一个地方说不是，麻烦您给看一下,内科,风湿免疫,血压高头晕还气短关节疼,女
180,70岁,"病人是我父亲，今年70岁，有吸烟，现在戒烟8个月，在一次检查中发现有结节，做了增强CT,两侧胸廓对称，两侧胸膜无增厚，未见胸水症状，两肺密度减低，纹理增多延长。右肺多发小结节，其中较大者位于胸膜下，边缘浅分叶，动静脉CT值为17HU.56HU,直径约为1.2CM。左肺下叶钙化灶。气管纵膈居中，段以上支气管通畅。所示右侧肾上腺结节。强化不均匀，两肺门不大，纵膈内多发肿大淋巴结。主动脉 冠脉钙化。印象<br />1右肺中叶多发结节，建议较大结节穿刺活检<br />2左肺下叶钙化灶<br />3 慢支 肺气肿<br />4纵膈内多发肿大淋巴结<br />5主动脉 冠脉钙化<br />6右侧肾上腺结节。考虑腺瘤或者转移瘤<h5>是否去医院就诊过：</h5>没去过<h5>当前服药说明：</h5>没有服药<h5>既往病史及手术史：</h5>没有",内科,风湿免疫,肺部多发结节,男
